,neighbourhood,latitude,longitude
Manhattan,Harlem,40.81498,-73.95078000000002
Manhattan,Hell's Kitchen,40.76148,-73.99489
Manhattan,Upper East Side,40.78093,-73.95175
Manhattan,Murray Hill,40.7493,-73.98132
Manhattan,Hell's Kitchen,40.76231,-73.9952
Queens,Sunnyside,40.74706,-73.92076
Brooklyn,Williamsburg,40.71183,-73.94918
Manhattan,Washington Heights,40.83271,-73.94006999999998
Brooklyn,Bedford-Stuyvesant,40.69175,-73.95554
Brooklyn,Williamsburg,40.71486,-73.94826
Brooklyn,Crown Heights,40.67045,-73.95895
Manhattan,Midtown,40.76589,-73.98068
Manhattan,Financial District,40.70592,-74.00928
Brooklyn,Williamsburg,40.71353,-73.95260999999998
Manhattan,Harlem,40.82356,-73.95456999999998
Manhattan,Hell's Kitchen,40.76253,-73.98939
Brooklyn,Bedford-Stuyvesant,40.69756,-73.93893
Manhattan,Midtown,40.75207,-73.97351
Brooklyn,Bushwick,40.69452,-73.92806999999998
Brooklyn,Bedford-Stuyvesant,40.68288,-73.93526
Queens,Ridgewood,40.70005,-73.8952
Manhattan,Harlem,40.82302,-73.94476999999998
Manhattan,Chelsea,40.74137,-74.00399
Manhattan,Midtown,40.75709000000001,-73.96327
Manhattan,Upper East Side,40.76532,-73.9615
Manhattan,Upper West Side,40.79865,-73.96419
Manhattan,Financial District,40.70666,-74.00529
Manhattan,Harlem,40.80276,-73.94976
Bronx,Wakefield,40.89118,-73.84987
Manhattan,Hell's Kitchen,40.75756,-73.99318000000002
Brooklyn,Bedford-Stuyvesant,40.69065,-73.93708000000002
Brooklyn,Bedford-Stuyvesant,40.68459,-73.94993000000002
Manhattan,East Village,40.72997,-73.98009
Brooklyn,Bushwick,40.70076,-73.92371
Manhattan,West Village,40.73764,-74.00146
Manhattan,Greenwich Village,40.73432,-73.9972
Brooklyn,South Slope,40.66383,-73.98252
Queens,Astoria,40.7704,-73.91701
Manhattan,East Harlem,40.80015,-73.93764
Staten Island,Clifton,40.62349,-74.07596
Manhattan,Midtown,40.755,-73.96670999999998
Manhattan,West Village,40.73326,-74.00186
Manhattan,Upper West Side,40.78434,-73.97867
Brooklyn,Williamsburg,40.71468,-73.95841
Brooklyn,Bushwick,40.68601,-73.91167
Brooklyn,South Slope,40.66872,-73.98906
Brooklyn,Clinton Hill,40.68374,-73.96719
Brooklyn,Prospect-Lefferts Gardens,40.65785,-73.96068000000002
Queens,Flushing,40.72635,-73.80237
Manhattan,Upper West Side,40.7998,-73.96098
Manhattan,Harlem,40.82471,-73.94332
Manhattan,Upper West Side,40.79895,-73.95949
Manhattan,Upper West Side,40.7986,-73.96229
Queens,Astoria,40.76494,-73.92752
Manhattan,Upper East Side,40.78305,-73.95381
Manhattan,East Harlem,40.80118,-73.94513
Queens,Astoria,40.76465,-73.92625
Manhattan,East Harlem,40.80073,-73.94465
Brooklyn,Crown Heights,40.67426,-73.93968000000002
Brooklyn,Bedford-Stuyvesant,40.68601,-73.91771999999997
Brooklyn,Bedford-Stuyvesant,40.69221,-73.93823
Manhattan,Midtown,40.75369,-73.96632
Manhattan,East Harlem,40.7888,-73.94247
Brooklyn,Prospect-Lefferts Gardens,40.66223,-73.95955
Queens,Astoria,40.76188,-73.91766
Brooklyn,Fort Greene,40.68672,-73.97555
Brooklyn,Kensington,40.63568,-73.97383
Manhattan,Harlem,40.81251,-73.95411999999997
Manhattan,Hell's Kitchen,40.76192,-73.98817
Queens,Sunnyside,40.74431,-73.92024
Brooklyn,Park Slope,40.67776,-73.9743
Manhattan,Harlem,40.81027,-73.9408
Manhattan,Harlem,40.82458,-73.95175
Brooklyn,Flatbush,40.64966,-73.96459
Manhattan,Harlem,40.82859000000001,-73.9497
Brooklyn,Bushwick,40.69285,-73.92703
Manhattan,Harlem,40.80854,-73.94305
Queens,Jackson Heights,40.75123,-73.87993
Brooklyn,Bedford-Stuyvesant,40.68634,-73.94414
Manhattan,Lower East Side,40.71412,-73.98984
Brooklyn,Bedford-Stuyvesant,40.69508,-73.95952
Queens,Ridgewood,40.70595,-73.90871
Brooklyn,Park Slope,40.67466,-73.97711
Brooklyn,South Slope,40.66271,-73.98818
Brooklyn,Williamsburg,40.71586,-73.94859
Brooklyn,Prospect-Lefferts Gardens,40.65447,-73.96122
Manhattan,Upper West Side,40.79376,-73.96734000000002
Queens,East Elmhurst,40.76107,-73.86664
Manhattan,Harlem,40.82095,-73.94006999999998
Brooklyn,Sunset Park,40.66455,-73.99205
Brooklyn,Greenpoint,40.73081,-73.95551
Brooklyn,Bedford-Stuyvesant,40.69186,-73.94038
Brooklyn,Bedford-Stuyvesant,40.69527,-73.94784
Brooklyn,Bedford-Stuyvesant,40.6872,-73.95773
Manhattan,Midtown,40.7504,-73.98775
Brooklyn,Bedford-Stuyvesant,40.69409,-73.94815
Manhattan,Greenwich Village,40.72994,-73.99455
Brooklyn,Bushwick,40.70068,-73.91985
Brooklyn,Bedford-Stuyvesant,40.68198,-73.95347
Manhattan,Harlem,40.8181,-73.94632
Manhattan,Nolita,40.72176,-73.99424
Brooklyn,Bushwick,40.69617,-73.91119
Queens,Astoria,40.77419,-73.93016999999998
Brooklyn,Williamsburg,40.71185,-73.94738000000002
Brooklyn,Williamsburg,40.71572000000001,-73.95376
Brooklyn,Williamsburg,40.71194000000001,-73.95742
Brooklyn,Crown Heights,40.66612,-73.93696
Manhattan,Upper West Side,40.80183,-73.96373
Manhattan,Chelsea,40.74516,-73.9959
Manhattan,Harlem,40.80991,-73.94273000000003
Brooklyn,Gowanus,40.681,-73.98881999999998
Manhattan,Upper East Side,40.78265,-73.95364000000002
Brooklyn,East Flatbush,40.64741,-73.92588
Brooklyn,Prospect-Lefferts Gardens,40.66097,-73.95155
Brooklyn,Williamsburg,40.71351,-73.9647
Brooklyn,Bedford-Stuyvesant,40.69122,-73.93495
Manhattan,Upper West Side,40.7842,-73.97466999999997
Manhattan,Hell's Kitchen,40.76747,-73.98613
Brooklyn,Prospect-Lefferts Gardens,40.65701,-73.95886999999998
Manhattan,Hell's Kitchen,40.76358,-73.993
Manhattan,Kips Bay,40.7398,-73.98208000000002
Manhattan,East Harlem,40.79991,-73.9363
Queens,Astoria,40.76508,-73.9204
Manhattan,Upper East Side,40.77963,-73.94896999999997
Manhattan,Harlem,40.81171,-73.95491
Manhattan,Hell's Kitchen,40.75965,-73.99035
Queens,Forest Hills,40.71933,-73.84984
Queens,Sunnyside,40.73944,-73.92687
Brooklyn,Crown Heights,40.67428,-73.94373
Manhattan,Chelsea,40.74187,-74.00175
Queens,Astoria,40.77008,-73.92878
Brooklyn,Bedford-Stuyvesant,40.67798,-73.93734
Manhattan,Inwood,40.86158,-73.92393
Manhattan,Harlem,40.82469,-73.94029
Manhattan,SoHo,40.72042,-73.99844
Manhattan,Harlem,40.82617,-73.95173
Brooklyn,Bedford-Stuyvesant,40.67858,-73.93713000000002
Brooklyn,Bedford-Stuyvesant,40.69415,-73.9481
Brooklyn,Park Slope,40.67687,-73.97848
Brooklyn,Williamsburg,40.71249,-73.94674
Manhattan,Upper East Side,40.76161,-73.96252
Brooklyn,Williamsburg,40.71694,-73.95628
Brooklyn,Williamsburg,40.71332,-73.94071
Manhattan,Upper West Side,40.79613,-73.96638
Manhattan,Lower East Side,40.71187000000001,-73.98878
Brooklyn,Clinton Hill,40.68678,-73.96178
Manhattan,Financial District,40.70789,-74.01521
Brooklyn,Gowanus,40.67246,-73.99164
Manhattan,Upper East Side,40.77458,-73.95116
Manhattan,Washington Heights,40.8317,-73.9429
Manhattan,Hell's Kitchen,40.76344,-73.9929
Queens,Jackson Heights,40.74839,-73.88818
Manhattan,Upper East Side,40.76625,-73.9539
Queens,Flushing,40.74903,-73.82938
Manhattan,Harlem,40.8273,-73.94904
Queens,Flushing,40.74807,-73.82775
Manhattan,West Village,40.73399000000001,-74.00549000000002
Brooklyn,Sunset Park,40.6367,-74.01516
Queens,Jackson Heights,40.74776,-73.88826999999998
Manhattan,Morningside Heights,40.81567,-73.95951
Queens,Jackson Heights,40.74859,-73.88628
Manhattan,Upper East Side,40.78293,-73.94691
Brooklyn,Bedford-Stuyvesant,40.68807,-73.92348
Manhattan,Midtown,40.7503,-73.98144
Brooklyn,Williamsburg,40.70832,-73.95336
Brooklyn,Williamsburg,40.71502,-73.94749
Brooklyn,Williamsburg,40.70614000000001,-73.94983
Brooklyn,Bushwick,40.70324,-73.92943000000002
Manhattan,Harlem,40.8244,-73.944
Queens,Richmond Hill,40.69961,-73.84158000000002
Brooklyn,Bedford-Stuyvesant,40.68831,-73.95602
Brooklyn,Williamsburg,40.70577,-73.95193
Manhattan,Midtown,40.7421,-73.98319000000002
Brooklyn,Flatlands,40.62551,-73.93545
Brooklyn,Williamsburg,40.71696,-73.95382
Manhattan,Harlem,40.82555,-73.95159
Manhattan,Harlem,40.82433,-73.95049
Brooklyn,Bedford-Stuyvesant,40.69355,-73.93361
Manhattan,Inwood,40.86468,-73.92209
Brooklyn,Bedford-Stuyvesant,40.69301,-73.93098
Queens,Astoria,40.75953,-73.91181999999998
Manhattan,Harlem,40.82863,-73.94757
Manhattan,Harlem,40.82322,-73.94001999999998
Manhattan,Washington Heights,40.8342,-73.94303000000002
Brooklyn,Williamsburg,40.70474,-73.93812
Brooklyn,Williamsburg,40.71401,-73.93672
Manhattan,Upper West Side,40.79997,-73.96529
Queens,Astoria,40.76421,-73.92138
Manhattan,Upper East Side,40.77873,-73.94917
Manhattan,East Village,40.72872,-73.98098
Brooklyn,Williamsburg,40.71403,-73.96171
Brooklyn,Williamsburg,40.7119,-73.94638
Brooklyn,Crown Heights,40.67295,-73.95395
Brooklyn,Bedford-Stuyvesant,40.68899,-73.92339
Brooklyn,Bedford-Stuyvesant,40.68962,-73.92345999999998
Brooklyn,Williamsburg,40.71121,-73.96698
Manhattan,Washington Heights,40.84848,-73.9343
Manhattan,Gramercy,40.73328,-73.9859
Manhattan,Inwood,40.86927,-73.91719
Manhattan,Upper West Side,40.8001,-73.9658
Brooklyn,Flatbush,40.64123,-73.96289
Manhattan,Hell's Kitchen,40.75657,-73.9942
Queens,Bayside,40.73975,-73.76156999999998
Manhattan,Financial District,40.70555,-74.00811999999998
Manhattan,Midtown,40.75227,-73.97351
Manhattan,East Village,40.73167,-73.98581
Manhattan,Upper West Side,40.78491,-73.97447
Queens,Cambria Heights,40.68891,-73.73531
Manhattan,Harlem,40.8033,-73.95770999999998
Queens,Elmhurst,40.73854,-73.87406999999997
Brooklyn,Flatbush,40.65392,-73.95364000000002
Queens,Sunnyside,40.73852,-73.92777
Brooklyn,Clinton Hill,40.68752,-73.9618
Brooklyn,East Flatbush,40.65886,-73.91919
Brooklyn,Bushwick,40.69761,-73.92495
Brooklyn,Crown Heights,40.67828,-73.95051
Manhattan,Hell's Kitchen,40.75726,-73.9953
Brooklyn,Williamsburg,40.71165,-73.96321999999998
Manhattan,Upper West Side,40.79768,-73.9633
Brooklyn,Williamsburg,40.70898,-73.95085999999998
Manhattan,Chelsea,40.75053,-73.99685
Queens,Ditmars Steinway,40.77822000000001,-73.90895
Manhattan,Harlem,40.82064,-73.94646
Bronx,Wakefield,40.88871,-73.86175
Manhattan,Harlem,40.81934,-73.95668
Queens,Long Island City,40.74657,-73.94555
Manhattan,East Village,40.72591,-73.97946999999998
Brooklyn,Williamsburg,40.70585,-73.94178000000002
Manhattan,Midtown,40.76049,-73.96621
Queens,Astoria,40.75735,-73.92134
Manhattan,Midtown,40.76628,-73.98308
Manhattan,Washington Heights,40.84205,-73.93715999999998
Bronx,Pelham Gardens,40.86412,-73.84664000000002
Manhattan,Hell's Kitchen,40.76153,-73.98915
Queens,Elmhurst,40.74037,-73.8861
Manhattan,Chelsea,40.75094,-73.99748000000002
Manhattan,Harlem,40.79986,-73.95387
Brooklyn,Williamsburg,40.71262,-73.94466
Manhattan,Gramercy,40.7367,-73.98099
Bronx,Concourse,40.82575,-73.92421
Manhattan,Washington Heights,40.84278,-73.93916
Manhattan,Washington Heights,40.84021,-73.94191
Manhattan,Upper East Side,40.77166,-73.95796999999997
Brooklyn,Williamsburg,40.70766,-73.94767
Manhattan,East Village,40.72073,-73.97839
Brooklyn,Williamsburg,40.70294000000001,-73.93711
Brooklyn,Bushwick,40.69159000000001,-73.91171
Brooklyn,Greenpoint,40.72453,-73.95529
Manhattan,East Village,40.72125,-73.98058
Manhattan,Upper West Side,40.79843,-73.96404
Manhattan,Upper West Side,40.79806,-73.96167
Manhattan,Morningside Heights,40.81127,-73.95922
Brooklyn,Clinton Hill,40.68444,-73.96285
Manhattan,East Village,40.7291,-73.98628000000002
Manhattan,Lower East Side,40.71989,-73.98557
Brooklyn,Flatbush,40.64159,-73.95985
Manhattan,Washington Heights,40.83344,-73.94442
Queens,Long Island City,40.74321,-73.95533
Brooklyn,Bedford-Stuyvesant,40.68285,-73.93862
Brooklyn,South Slope,40.66548,-73.98196
Brooklyn,Brooklyn Heights,40.69299,-73.99283
Brooklyn,Williamsburg,40.71764,-73.95291
Manhattan,Two Bridges,40.71114,-73.99874
Manhattan,Hell's Kitchen,40.76303,-73.98767
Manhattan,Hell's Kitchen,40.7592,-73.99313000000002
Manhattan,Harlem,40.81995,-73.95266
Manhattan,Upper East Side,40.77725,-73.95137
Manhattan,Hell's Kitchen,40.76300000000001,-73.98642
Brooklyn,Williamsburg,40.71279000000001,-73.96291
Queens,Jamaica,40.69172,-73.79495
Manhattan,Gramercy,40.73682,-73.98336
Brooklyn,Bedford-Stuyvesant,40.68552,-73.9227
Brooklyn,Sunset Park,40.65038,-74.00551
Brooklyn,Williamsburg,40.71728,-73.94345
Brooklyn,Windsor Terrace,40.65827,-73.97962
Brooklyn,Clinton Hill,40.68389000000001,-73.96025999999998
Manhattan,Washington Heights,40.85147,-73.93618000000002
Queens,Ditmars Steinway,40.77423,-73.90715
Brooklyn,Bedford-Stuyvesant,40.68147,-73.95814
Brooklyn,Prospect Heights,40.67764,-73.9647
Manhattan,East Village,40.73054000000001,-73.98339
Brooklyn,Williamsburg,40.70748,-73.9461
Manhattan,Chelsea,40.74267,-73.99915
Queens,Flushing,40.7555,-73.82712
Brooklyn,South Slope,40.66631,-73.98268
Queens,Astoria,40.76368,-73.91518
Manhattan,Lower East Side,40.71902,-73.98506
Manhattan,Harlem,40.82563,-73.94091
Brooklyn,Prospect Heights,40.67983,-73.96931
Brooklyn,Greenpoint,40.72311,-73.94184
Manhattan,East Village,40.72817,-73.98040999999998
Manhattan,Upper West Side,40.77861,-73.98336
Manhattan,East Village,40.72358,-73.97593
Queens,Rockaway Beach,40.58943,-73.81192
Manhattan,Upper West Side,40.8032,-73.96495
Manhattan,Upper East Side,40.77102,-73.95873
Manhattan,Upper East Side,40.76368,-73.96153000000002
Manhattan,Upper East Side,40.76297,-73.96252
Brooklyn,Brooklyn Heights,40.69816,-73.99361
Brooklyn,Flatbush,40.65424,-73.96008
Brooklyn,Fort Greene,40.68812,-73.97666
Brooklyn,Williamsburg,40.71154,-73.95795
Brooklyn,Crown Heights,40.66618,-73.93156
Manhattan,Morningside Heights,40.80539,-73.96409
Brooklyn,Williamsburg,40.71311,-73.94015999999998
Manhattan,Upper East Side,40.77912,-73.95594
Queens,Ditmars Steinway,40.77329,-73.9163
Manhattan,West Village,40.73326,-74.00844000000002
Brooklyn,Park Slope,40.66896,-73.97641
Queens,Astoria,40.7613,-73.9153
Brooklyn,Greenpoint,40.73282,-73.9564
Manhattan,Hell's Kitchen,40.76014,-73.99039
Manhattan,Upper West Side,40.78528,-73.97623
Bronx,Concourse,40.83211,-73.92052
Brooklyn,Windsor Terrace,40.65341,-73.97877
Manhattan,Financial District,40.71028,-74.00929000000002
Brooklyn,East New York,40.67153,-73.89112
Manhattan,Tribeca,40.71948,-74.00516999999998
Manhattan,Midtown,40.75755,-73.9666
Queens,Ditmars Steinway,40.77141,-73.91415
Brooklyn,Williamsburg,40.71267,-73.95366999999997
Manhattan,Upper West Side,40.80129,-73.96611
Brooklyn,Gowanus,40.68349,-73.98518
Manhattan,Hell's Kitchen,40.76205,-73.9888
Manhattan,Midtown,40.75572,-73.96936
Manhattan,Harlem,40.82183,-73.9378
Brooklyn,Bushwick,40.69301,-73.92683000000002
Manhattan,Chelsea,40.74066,-73.99895
Manhattan,Chelsea,40.74078,-73.99923000000003
Manhattan,Upper East Side,40.78147,-73.95284000000002
Manhattan,Harlem,40.8242,-73.94776999999998
Manhattan,West Village,40.73064,-74.00350999999998
Manhattan,Midtown,40.76386,-73.97702
Queens,Long Island City,40.75166,-73.94028
Queens,Sunnyside,40.73748,-73.92894
Manhattan,Murray Hill,40.74775,-73.97702
Brooklyn,Crown Heights,40.67212,-73.9439
Manhattan,West Village,40.73361,-74.00218000000002
Brooklyn,Boerum Hill,40.68558,-73.98065
Manhattan,Upper West Side,40.77814,-73.97627
Manhattan,SoHo,40.72806,-74.00381
Queens,Ditmars Steinway,40.77852,-73.90836
Manhattan,Upper West Side,40.80032,-73.95884000000002
Manhattan,Midtown,40.75337,-73.97289
Manhattan,Upper East Side,40.76875,-73.95723000000002
Queens,Ditmars Steinway,40.78192,-73.91439
Brooklyn,Bedford-Stuyvesant,40.68743,-73.93045
Brooklyn,Flatbush,40.63874000000001,-73.95645
Manhattan,Chelsea,40.73887,-73.99983
Manhattan,Chelsea,40.75225,-73.99508
Brooklyn,Williamsburg,40.71701,-73.95685
Brooklyn,Williamsburg,40.7125,-73.9529
Manhattan,Hell's Kitchen,40.76313,-73.99481999999998
Manhattan,Midtown,40.75347,-73.97293
Manhattan,Hell's Kitchen,40.76474,-73.99154
Brooklyn,Bushwick,40.68616,-73.91543
Manhattan,Washington Heights,40.85558,-73.93777
Brooklyn,Williamsburg,40.70678,-73.94918
Manhattan,Chelsea,40.74849,-73.98957
Manhattan,Upper West Side,40.78458,-73.97836
Brooklyn,Greenpoint,40.72083,-73.95401
Brooklyn,Williamsburg,40.7155,-73.96188000000002
Manhattan,Greenwich Village,40.73694,-73.99587
Brooklyn,Borough Park,40.64052,-73.99668
Brooklyn,Greenpoint,40.72846,-73.95033000000002
Manhattan,Murray Hill,40.74859,-73.97243
Manhattan,Gramercy,40.73831,-73.98319000000002
Manhattan,East Village,40.72472,-73.98665
Manhattan,Chelsea,40.73924,-73.99825
Brooklyn,Bushwick,40.68651,-73.91185
Queens,Ridgewood,40.70581,-73.90111999999998
Manhattan,Chelsea,40.74472,-73.99266
Manhattan,West Village,40.73009,-74.00222
Manhattan,Upper East Side,40.77692,-73.95125999999998
Manhattan,Midtown,40.75754000000001,-73.96943
Manhattan,Hell's Kitchen,40.76152,-73.98678000000002
Manhattan,Midtown,40.74513,-73.98475
Manhattan,Chelsea,40.74303,-73.99797
Brooklyn,Clinton Hill,40.68873,-73.96523
Manhattan,Harlem,40.80476,-73.95416
Manhattan,Hell's Kitchen,40.76274,-73.98733
Manhattan,Upper West Side,40.80288,-73.96629
Manhattan,Chelsea,40.75041,-73.99489
Brooklyn,Flatbush,40.65468,-73.95703
Brooklyn,Crown Heights,40.66676,-73.95991
Brooklyn,South Slope,40.66757,-73.98498000000002
Manhattan,East Harlem,40.78576,-73.94211
Queens,Elmhurst,40.74182,-73.88875
Brooklyn,Bushwick,40.69968,-73.92645
Manhattan,Lower East Side,40.71366,-73.98799
Manhattan,East Village,40.7266,-73.97872
Brooklyn,Fort Hamilton,40.61707,-74.03473000000002
Manhattan,Upper West Side,40.79167,-73.97273
Manhattan,East Harlem,40.7862,-73.94413
Brooklyn,Bay Ridge,40.6311,-74.03022
Manhattan,Washington Heights,40.83873,-73.94118
Brooklyn,South Slope,40.66455,-73.98479
Manhattan,Upper West Side,40.78397,-73.97063
Brooklyn,Williamsburg,40.71638,-73.95684
Brooklyn,Clinton Hill,40.68425,-73.96455
Manhattan,SoHo,40.72258,-74.00358
Staten Island,St. George,40.63834,-74.08291
Manhattan,Harlem,40.80794,-73.9415
Manhattan,West Village,40.73116,-74.00211999999998
Manhattan,Harlem,40.82125,-73.95
Brooklyn,East Flatbush,40.65983,-73.93472
Brooklyn,Williamsburg,40.71784,-73.95265
Brooklyn,Crown Heights,40.66623,-73.93113000000002
Brooklyn,East New York,40.66921,-73.87796999999998
Manhattan,East Harlem,40.79617,-73.94735
Brooklyn,Sunset Park,40.66224,-73.99805
Manhattan,Hell's Kitchen,40.75873,-73.99197
Brooklyn,Bedford-Stuyvesant,40.68234,-73.94843
Manhattan,Lower East Side,40.72118,-73.98697
Manhattan,Harlem,40.82143,-73.95651
Manhattan,Hell's Kitchen,40.76172,-73.99706
Brooklyn,Bedford-Stuyvesant,40.68709000000001,-73.91989000000002
Brooklyn,Williamsburg,40.70973,-73.9626
Brooklyn,Greenpoint,40.72577,-73.94981
Queens,Long Island City,40.74069,-73.95604
Manhattan,Harlem,40.82272,-73.94502
Manhattan,Harlem,40.81301,-73.94955
Queens,Flushing,40.74954,-73.82829
Bronx,Parkchester,40.83049000000001,-73.87354
Brooklyn,Bedford-Stuyvesant,40.6887,-73.93536
Manhattan,East Village,40.72889,-73.98006
Brooklyn,Crown Heights,40.67493,-73.96195
Manhattan,Upper West Side,40.79458,-73.97077
Brooklyn,Williamsburg,40.71264,-73.94751
Manhattan,Upper West Side,40.78175,-73.97576
Manhattan,East Village,40.72886,-73.9863
Manhattan,Kips Bay,40.74141,-73.97868000000003
Brooklyn,Bedford-Stuyvesant,40.68633,-73.93557
Brooklyn,Bushwick,40.6898,-73.91774000000002
Manhattan,Lower East Side,40.71981,-73.99154
Manhattan,Inwood,40.86612,-73.9189
Brooklyn,Bushwick,40.69021,-73.92206999999998
Manhattan,Hell's Kitchen,40.76222,-73.99889
Brooklyn,Bushwick,40.69024,-73.92197
Brooklyn,Vinegar Hill,40.70196,-73.98297
Manhattan,Hell's Kitchen,40.76455,-73.99128
Brooklyn,Windsor Terrace,40.65254,-73.98017
Brooklyn,Bushwick,40.7029,-73.9296
Brooklyn,Bedford-Stuyvesant,40.68645,-73.93994
Brooklyn,Bushwick,40.70219,-73.9227
Manhattan,Upper West Side,40.80045,-73.96119
Manhattan,Chelsea,40.7453,-73.99333
Manhattan,Harlem,40.81806,-73.95374
Brooklyn,Bedford-Stuyvesant,40.70017,-73.94357
Brooklyn,Brooklyn Heights,40.69183,-73.99592
Brooklyn,Greenpoint,40.72311,-73.94489
Manhattan,Upper East Side,40.76635,-73.95683000000002
Manhattan,Harlem,40.83018,-73.9483
Bronx,Fordham,40.85396,-73.89872
Brooklyn,Williamsburg,40.70944,-73.9492
Manhattan,Upper West Side,40.77998,-73.98018
Queens,Ditmars Steinway,40.77374,-73.91903
Manhattan,Financial District,40.70951,-74.01476
Brooklyn,Bushwick,40.70267,-73.92383000000002
Manhattan,East Village,40.72859,-73.98348
Manhattan,East Village,40.72501,-73.98776
Brooklyn,Sunset Park,40.63833,-74.01794
Manhattan,Hell's Kitchen,40.76504,-73.99491
Queens,Long Island City,40.76591,-73.93434
